filename,signal_type,modulation,sampling_frequency_hz,symbol_rate_hz,nominal_carrier_frequency_hz,frequency_offset_hz,phase_offset_degrees,amplitude_scale,signal_to_noise_ratio_db,samples,samples_per_symbol,num_symbols,bits_per_symbol,num_bits,iq_file_convention,wav_file_convention,baseband,seed,clean_reference,roll_off,filter_span_symbols,timing_offset_samples,frequency_placement_hz,num_components,component_modulations,components,bits,split,fec_enabled,fec_type,fec_scheme,coding_rate
signal_00732_bpsk,SINGLE,BPSK,1200000,150000.0,0.0,18183.99007058637,243.57469405839439,1.1095380607334016,27.246897982730665,9600,8.0,1200.0,1.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230732,False,0.20233278744038977,4.0,0.2638892597803975,0.0,,,,110100001010001110110011011110110111110010110100011011100011010100111101001010101000000111110101100010111101110110010011000011111101000111010011101100111010100010011110110010001100100110010011101001001001110010000001010000111010110010001000100000011110100011011000001010000011000110101001010101100111010000011000001101010101101110011001111001111110000010100111100111110110100001101010001011010011110010111110111000110001110000101110001011110011010010000011101000011011100011011010010101101101000111001110110101110011011110111010000111000011110100001110000110010110110000010111111001001000101101101000001001101010100101010110100111011001011111001010010011100100110001001001010010011000011100110101111111011110011101000110111000000001001000010011000010000110110001001011111001000101011011110110000110010010110110010100011000010100111101001010100110101100111000001010010011010000000001100101000101011000011111101011000110000100111010000010110011000011010100101110001111001111110011110010101101001001100110101000111110111101000010101110100000000110110011010100011001010110110111110101010110111010110100100101111110110101110011010011111000101010000111010011100001110101000011011111110101111011101100010111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00733_bpsk,SINGLE,BPSK,1200000,150000.0,0.0,-45048.28127170182,331.49607324742277,0.8744471912215198,3.1406049276898274,9600,8.0,1200.0,1.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230733,False,0.17913837900890947,4.0,0.35175886872754364,0.0,,,,000000111010101100110110101100100101010011011010011000010101111100010011010110101111101011111111111011001101001111101111100111000101001010010110101110010011101110010001001011011110000111111110000011011111110101001100001111111001101011101010010000101001110111100001111100110000101011000001011111010000100110010000000000100111110110100001011110001111001100100011101101111000100110000100100100110010101101110011111101110011101101011100111010101100001100000000100100101000010110100001001101110000111101110100000001010101000100011010100010001101111010010011100111010110001111110010001001010110100100000100110101101011110100100000111010110010001011001010011001001010011011011000110111000000010011111100011011101010011101101011010100110111010011011011010100110100110100011110011110100010010100101011000101010100011100010001101110000011000010010101111010110011000111101011101011100110011110010010101111001011011100101100010100010011000001010110100000000001101011100000111110110111011000001110000110011000011011011010101000011001000110011000010110101100001111010011101000110001101101111001010011010111010100101010110000000100001011001100000011001101110010011000110101010001101100101011111011000100000101100111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00734_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,33234.415115598196,177.12253271773957,0.6814101632063186,7.860985909419821,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230734,False,0.4453316070354305,6.0,0.22230046416920474,0.0,,,,1101001111101100000000001101111000000001000101010010111100110100010100001010010011010011101000000101011101100010100100010011001111000100101000111100100010010110000000101111001010101001000110010110110011111110010100100110000111000000010000011000000011000100000010000110001000110111100100001100001010110011111110010100011100010001101101011110101000000000011001010010110001111011000010100101001111111011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00735_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-5922.765284170906,249.28308608300685,1.2212628737875986,29.00409047211997,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230735,False,0.22332976014744682,8.0,-0.29217062198359933,0.0,,,,11100111000110010111110001111010000011110010101101000111000011110111101001001101001110100000011000110111001101010010000010011110010101001110111010100000110110111111010100111110010100101000011000111110110011010011001111110000011000010000111011001001001010110001011000111111001000011100101011111011111110010000101110101100110001110111110101101100010101010010101111001000001100001001011010010000101001111010010111100001101100010001100000010010101110000100101101001100011011101010010000010011101111100100101111001110010101101001001100001111000011000111101000000010110001100110100010010000101101111100010100110100110111111010111100010111011101011010011010111110010101010000000111111100100101111001011010100100010100101110000001100100000111101011010001110011011010111100000111111100011111100001100110001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00736_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,17061.476015976834,310.05507611099944,0.9471831492871343,18.322164826642876,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230736,False,0.17242125838342123,6.0,-0.17764221699832383,0.0,,,,0011010011111011110111010100001110010101101010100101101111010110000101010010111100000000100111001111010011100101111101010001101000101110100110010001111011011100101100011001101000101001001010100001001101000111011101110011111110010111111011011010001100000101101101011001110011101001010111001111100111100001101111111000001110011011001111111001010001000110011111000000110000111011101101011000000101100111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00737_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,-4501.722506821723,326.48481122775917,0.9863351301221515,16.50950275329711,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230737,False,0.4476982086166019,8.0,0.24908206990593224,0.0,,,,111010101111011100011100010101101000000011001010010011010011100101001010000101010010110001110110001110011001100111110100110011111100110010000000010010001001110001101000110011111111010101000101101100100001100010000011101011111100011100001011101100011001010010001011101110111100011101111110001011100011001001100111101010111001001110001110101001011111110000110001000000100010111111101001000100111101010111111111011111100110000111001110111011011000100111100010110001110110001101001001111000100001011111110100110100101001110011101001101101010100001000111000111010010001001111010101000110110001001011000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00738_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,43793.71483097215,273.38393932597876,0.5569900090261924,9.84680807197697,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230738,False,0.15395173924561498,4.0,-0.3299062712929397,0.0,,,,111010011000000101100111111010100001111001000011110101001111010001110100000001011011011000111001101011011101110000100000101101000101100110000010110000101001101010110110101010001011010000101111101110001111001100100000111110111001110000100100100101010111010001101110111001011010011110001100101000001111110011111100110001101010010110001001100110100101111100100100111000111010101011101110010101001110000000110110010101010100111011011110111110111011101100011010001111101100001110010010001000000111101011100110010011011110101010011100010011110010001010110010001000101101100110010101111101100110001011000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00739_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,1240.1058537159552,40.77206087854441,0.9774497234392308,20.89863488233932,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230739,False,0.20888167645458786,8.0,0.18379197605732672,0.0,,,,1101110110010000011110100000111100011100001011100010111100111010110001010101110011000000111110100100011101101001111100110100010111100011000111000001011111101010110011101110111011000101110011011101010011100100111111101111010011001111111110110011010011001111000100100110101110100100110111100100110110011111110100000000010100010011110101011100010111110111100000000100010101000101010101011110011000111011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00740_bpsk,SINGLE,BPSK,1000000,50000.0,0.0,-39854.523023604444,290.85758934853203,0.6831416277102845,6.545571767667581,8000,20.0,400.0,1.0,400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230740,False,0.34083991409318404,6.0,-0.16825822880119534,0.0,,,,1101111011010010110011101010111101110010101100000101111110011100100011110011110001000111000000100111111011010111111001111111000000011001011100010111001110010001101100100101011101001000010000011100110001111010110100100110010111101111000100001111111101010100010101101100001011101100101110111111000011001001110100101111101001100000101100111101111001001110000000000001111011110101110001110101100111000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00741_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,46349.84322566948,214.31069112066027,0.9751684929309947,3.73714343394476,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230741,False,0.43543920436046335,4.0,-0.12065904606248112,0.0,,,,11010000010010011010001110101110001010110010110001100101111111000011110000000110101101100111101110111111000011000100110110000010011001111010100000000010110110110000111101111001001110001101110100111000010011001100011001001100000010000010111010111110001000001010011110011100000111100010010101101001001111010001111001000011110110011100011101100000111011110000001100110100011001000110010101101110100000001011001000111111100001001100000110000111100100000001001011111010011011101111100011001101011011110001100100000100111000011101010000001101100101010110011101111011001100000011000011010111001001110000100100100101100000111111111011000000110100110000101100010111110111010111101010001110010100101000010101111100101001001101001110101101100000001111110111110100010111010111110100111101101101100111010111000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00742_bpsk,SINGLE,BPSK,1000000,200000.0,0.0,41312.37024847497,161.76701045873034,0.6824827914635492,23.904368803993147,8000,5.0,1600.0,1.0,1600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230742,False,0.33761964048832266,8.0,-0.34462135410017647,0.0,,,,0000111010100001111010010000000000101001101010111000110110011111110111100100000001000110000001001001101011011101000111001110001100001100011110011001110100111111110010111110000010100111010000011000111010001111001011110110101100101000011100111000110000000101000100110000011011001110110110100011111000010011111011111010010101110011110100001101010110110000101110111111001101101100101011000001101011100000000100100001110101111010011001001001001000010111110011010010110100111100011011011101001010110110001101111110011011111000100000011101000100101010101101100111011001010010110010100101000001011110011100001010100011010010101001010001100001100100100000011101001010000001010100111111010101110001101000001001010000111110000011010010111010101110011101001011110111010111010011000101010000010100111001001111001111111110111110100101010001110001111111001010000011111111100001000010100000000101101101011010100011111000100111001000000101111010010100001011101011001100011110011010011101010001000001000111110100011010011000011011100011011001111111010000110110001011010011001000100110110011111101001010100101111111001101100001100111001001000111111101101001010110001101010111001000111100001000011011111110111001111101011100011101011001001010010110101101000011000101110100000110000011100001010010111011100001101111001100110000011100011000101001001010100010101010001111011000111110001001110001100101110001100101111100100100000001000101100110000010110000011110001001011000001100011010010001011100101001010011111110111110101000010011101011101100000100110010111101101011110000011111110010100011010101110010111000010110001011,validation,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00743_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,-34657.20635628977,193.31050714948512,1.2259788564149212,15.32608514615181,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230743,False,0.24821434156598232,8.0,-0.18842637394562978,0.0,,,,111001111100100111011100101100101110110001100101000110111111101101001111001000101000100001001100110010000011001100001010111101101100101011000010110110001001110101100011111111111100010101111000010110110001011011011011100100111000001110010110001110001001110001100110100001001110101110111110000010100111101001101001010010000101110001000001100000001111000011001010101001110001110101010011001001010011011001111100001110000001000000010110111000101011110010001101011110110101101101010111100010110001000010111101011111000011101110001111111000011101100100000100110101100110000010000111111101100111111110100111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00744_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-41238.28281174143,199.93720146313308,1.0220171707498986,24.860564103193234,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230744,False,0.22125496822467558,8.0,0.17372023095678973,0.0,,,,00111010100010011101010110101101000011111100111100011100111111101011101100111110011110001000011010110001111100101101000110001100110001010011100100111111101111011110110100011000111110110011010000010001111101001000110111011101110011000100000001011000110001101110011101110010000110110010011000000010000110111100000111001011000110101110001101101010001011010000101100001010101110100111100111111000001001001101101001011011001100010011011000110000100001101100101011000010001100101011100101111001011001111010101110100100000000001010011010100011110110111000000010101111011000100011010011011100001100001110110110101101010000000000011101100000110110111100000111001000011000011001001011010100100111000110011010111110010101101010100110001000101001011001011110001000101110001111000010111100100100001111010111010111,validation,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00745_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,17998.781142947977,314.5537685227968,1.135670972357267,7.908957691357995,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230745,False,0.3020854139677707,8.0,0.07694497959191665,0.0,,,,111010011011010101000001100111100000011010011111111010011111010000010010100011110001101110101001001100001100010000110010001110000011100101011010010000011110011001000000111011100011111101011001011010111010101010011000100010100110000001100011010010011110110001010001110101000011010010000011011100101011110101011000011111010001011101010001000001111110001000110000110010101010100101101100000101111110011111111101000111010011100010101011110100101110101011100100110110011100011110000111000100011011010111010011001011001111010000001111110100100111100001011000101100001101110110100100010111001001001010001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00746_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,-13773.162332027452,230.8873365606958,0.7164990930733701,17.872584749054226,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230746,False,0.2166663051063849,6.0,-0.44471703211685254,0.0,,,,110111010100000000110000111000001001110111000110111101111111010111010100101010000100001110001011101101100010100111000000110111010100110111010011100010011100011001101011000011001101000110011100011110110011001101111100001001100000001000101111000011101110000010000011110110100110110001100010101010000001000111111001011011100101110100100010101011001110110101001001111100101010011101100110010110010100111100110010111001100000110001100100000100001100011001001100000010001111110101010010001011101110000110000110101000010100110011100010111011011011110111110011110101001100111011110011101011000110001010011100,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00747_bpsk,SINGLE,BPSK,1000000,125000.0,0.0,36914.74406368176,333.4111874860828,0.8231408770910266,26.09107159938665,8000,8.0,1000.0,1.0,1000.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230747,False,0.3694233215117372,8.0,0.4184657618473569,0.0,,,,0011010000010001110000000100111100100010010110111010110111001111110111111010000110110101000000000001111011001111101001000100111101010100100001010010110101000111100000001010001001010001110010100010100011001011110101000101111100111010110001101111011100100101011110011011101000001100011001110110101110111001011001110111011011011110010100000001001011110111100000110011110110101011110000100101010000001001010100000001000110000010010100000010100010100000100010101111111100110001100100110000111100000001010010011111000100000001100010010000100011100000110100101101111011111000001001111010001010000010110000101010111001001110001101110100001100101101001000100100011000100011011110010000001010001001010010011011001100011101001010000001010111010101011111010111110011100110111101010101100011100010101011000011000011011010110001000110111011011111111100110010001110000011101011001000011000100000111001101111011011110011000001111100011001001100000001011100001101000010100000001000010101101100111111010001110100111011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00748_bpsk,SINGLE,BPSK,1200000,75000.0,0.0,-48706.540296041254,54.04068917769586,1.0756161727343794,7.677723013932544,9600,16.0,600.0,1.0,600.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230748,False,0.34835080109780747,8.0,-0.13873330815082258,0.0,,,,000011100100011011111110110111011011100100111011100100100101100011100001111000111000110111101001111001111110001100000010110101010100101011001011001000110001110011110000110010100100110111101001001101001110010100100101100011101100110100110000010110110110000000110010011101000101010010111100001101011100101001101001101000101001110011100100101111110100111010001100010110011100111010010110010100111100110010111001010111010010110011101001010100011100100101010011010100001010101010101111000001001000100100101100101010110111011111101100100100101011001011111100110101010110001101010100101100101001100111000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00749_bpsk,SINGLE,BPSK,1000000,100000.0,0.0,-18501.268866378785,329.17487395897547,1.3728240830931027,3.3852832702855284,8000,10.0,800.0,1.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230749,False,0.28773172593037005,4.0,0.1216100986277236,0.0,,,,11101010000100000000100011111110001001001000011001101100100010110001000010111101101000101101000001011010011010000111101001110100000110000011101100010011001011001100110100011001001000111101000111010000110010000000011111001011101000010010100100101001011001100100101001100011001011001111100111101111111101000111100111011100100010110010100101110101010100100101011001001101111010010011011101000011110010101110010100111011011101101101111010001110001010010110010100110001110000010100101010110011100011110111000000100100010001100100101110001111111000010011000001101100110110101100010010001010010110011010010111000110011010001010010010010010001011010111001110010010001011011001011111111110101110000100101110011111010100100000100111010001011010111110101100100010111100110100010111010111000000001110011100010111,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00750_bpsk,SINGLE,BPSK,1200000,150000.0,0.0,-10187.389366698306,43.45409072929902,0.9753113850706293,20.6766983357887,9600,8.0,1200.0,1.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230750,False,0.32387987580603106,6.0,0.14532131511179397,0.0,,,,111010011011101111100000010000111100101011100101001101100100010111110011010001101010000110101000011001111100111001101100110010100100110100000011001001111001101101000100011110100100111001110101100000011011010011011011100000001001010111010001010100100010110101111110101011111001010110101010011011111111001111000100010001000011011011000100010101001000010100011001101111111111010101111111111001101000110111000000100100010010000011010010110100110001010100001000110101111011010101100101001100101000000001011000001011001100110111001010000100101001001001000110001000000000110000110101111100111010110010000110110010101111101100011101100000000001100110010110010100111100110010110111001000100010000010011110010110011110101000001110111100111001011000110110001111100010010010110001110110001110100000011011100111100110000000101111110000110001110100100101001001011000001100100000111101100111110011100101100011100010011100010100011101100111101110110001100110101111011111110110011100011101101110100100000000001001001001100001110011010100101110110101100000100010011000010001111001111010000111001101101011001001011001000011010010110111010110011100000000111001001000101110000001011101111000101000010101110001011100000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00751_qpsk,SINGLE,QPSK,1200000,75000.0,0.0,0.0,0.0,1.0,60.0,9600,16.0,600.0,2.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230751,True,0.0,4.0,0.0,0.0,,,,111001111100010011101111011101101010100001101010111111010111010111001101001100001011111111010001110111011100111111011111011111110101000001110100011100111011100000011001111011010101101000110111111001100010101101010100110010010111010001011010111110010110001101100011111011001110011111110011011011111110111001001010000110110101111001000111001010000111000000100111000010100101001111111000011101011101110110110100110110001100110001101010011000011011101101001011111010101100000001001111110010111110000001001110001001111111001101011000101100000000001110010010110010010010011011000001100101111111111010111011111011010111111001001000100011110111110100101101000010111110111000000101001110100111001110010010000110100010001110100100100111000101111101001100000110110011010100011001100001010111001000001000001100110011000010011000111000011101101010101100101011110110000101000010011101110010111111001110110010011111011010111111101101110110001101000100111001011100000111101111101110001111111000101010110011101101011100000011100111000101110000111010010101000111000111001000100001101000100000111001010101000011110110011100011110110000011101010100001000001111010111010100100100101111000011011001101111111100111111111011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00752_qpsk,SINGLE,QPSK,1200000,75000.0,0.0,-36432.5056550132,237.91034317237623,1.3280251819304518,0.6415886793079961,9600,16.0,600.0,2.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230752,False,0.24767215956599442,8.0,0.4483364305263415,0.0,,,,000000001110011100011010110101001101001101110000001010100011011111010001100111000111100001110001000110000010101101001001011111010111000111011011011101001010110101100100011110110100100010011100100011111110111110100110110110001110011010000011100010000001110111001100011101110011001010100100000100000010111111110111001101100110111100010111010000010101000010110111000101011001011101101111010010110100000101010011000111110101100001011010111110100001011010111101001011101001010000011001110110011001101101100011101011100001001011011101010111100010001011011001011111111101001001001111111011000011100100101100100100100110001010111011111011010111111010101111010001011110000010111001100000001000011011110011111011100100011111001111010100110011011011000100010110101100000001000001101101000000100010110001001100011011100111011100101111001001000000011100010101100101001100101011011111011011001010001010000001101110011110010101110111001011111111100110100000000001011100000000001110011111110000000110101110001110001110010011111110001010011011011011101001110111100001111100110011001100001001100011010110011011010110010001110101110100000110111010100111100000010100111001001100010001110011100000011101001001100110011100,validation,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00753_qpsk,SINGLE,QPSK,1000000,50000.0,0.0,-24095.714975974923,85.38198600837582,1.0432237403003999,26.361641230755012,8000,20.0,400.0,2.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230753,False,0.3822379581057941,4.0,0.2676033429441141,0.0,,,,00000011101001100000100001110010101100111111100101001001011011011100110010101010011111110111100111100101011110010101000000011111110001001001011100111101000011101111110111011110011010101001011011111011001010101101001101101110111001100000111111001100100011011001000110011011001000010110111100011010011100010011001000010010001101111001001110000011101000101111011110001110001101110111100110101001111111100100001011101011110110001000110111101001110100110010110011110100000011110000110001000000010110110101010011001001010011101110100110010001000001000111001101100110111111001010000011000101110100000110001101001010100101001000101101010001111011011100100010111111011101111010001101100011000010000101010110110111110101101100101100100000010111011110110000101010110100110101101000100111101100010111000000000000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00754_qpsk,SINGLE,QPSK,1200000,150000.0,0.0,4767.864387871545,258.18192913163955,1.3764257613482698,12.950168309536753,9600,8.0,1200.0,2.0,2400.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230754,False,0.307240619336605,6.0,0.4145893151599506,0.0,,,,111001110001101011011001111011010101101011011110011010011101101011100011011010101111000010101111101111110111011101000111111010111100100011100011011110011101001000010000010010100011110010000100010111100000011010011111000011010111110000001111011101110111001100010000110001010011010000000010111000011011001001100011011011010100110100000000010111001101000001110011110011010110110001010110011001000100111110001010010101000100100000001101011100100100100110001001100101111011001000111111100010100110111000101000010101000101101111111100111100100101110111001000101100011101101101001101010111110010011101000110110110010011001110111111101010101101010011010000111000010111110011010001011110110101100000011011011110011010101001010110110100100101110011001101111100111101011110111011110010100111101001100100101010000111100111010001011010000111100100001111101110100110101011101101000101010001011000101100110100110011110001001001100101111011000110100000011100001000000110101001010101011101000110110110100100011010111111100000000000100100010001010011000000100011110000010101011100001001111110110101110011011101011101111000011111000001110010111100010000000101100000100010101100010110110110111001000000100110001110111101111011011100011011001101010001010001010001100110111111110000011000100100111111101111101001100000010110010001001100001011110010011110100001111110100001011010110000110000001100110100010100000100000010000101101111110001111110001011100011000111000001010010100110110101010011111101101110111010110011111101111110010110000000011011000011110100001101011011000110001001001100010010100000100001001000111001110110111101111111100011010000111011111101111010010011011110101010101011111110000000110110010101011010011101101011100000111101101010111111011010010110000100010000001100011101001001011100001010011010101110001101010011001110111111101001000100001001010011101101001111110010000111110011111011100111001100111001010101000011000001001011111001001000100000010011011011101101001000010000101000001100011010100110001000011101010011011110101001001111101011010110010001001100000101101110111101011100101001011110111100010011010101110001010010010010001011101101100001000011100001101011001001100000111111001100100000000100101100001110100110001111111111111111111111111111111111000101010000011010010001010001011100101001101001100110001111110010111101100110110010001000100000101001111001111101100101100010101101011001110000,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00755_qpsk,SINGLE,QPSK,1200000,75000.0,0.0,-39694.19561657581,282.2796345680901,1.1127867536952762,15.936423845345844,9600,16.0,600.0,2.0,1200.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230755,False,0.24737325811716557,8.0,-0.09193728010593144,0.0,,,,001101001100001000100001101011001001101101110000010100011101011101110110110111010010100011111100100010101100100001101111001111011010100010110100000101011110001011001001001001100001111110011000100101110011001101000101110110101110110100101111010000100110100111010111111010010101000111001001010100001100111110110100110010001010000101100110001100101100111110010011111101101110110100101100111010101111011100010001101110110111111100100101111001100011011011101110101100110010010011011001001000001001111001010111100110000011001011010001100000101011010010011010001101111110100010001001001000100000010000000110111101111111100011101010010100011000101101111000011100010001010111111111101000110001011010010100100010001100001100010011100010010010110001000010000111000100010101110010111011111111010010101001010010111111011101000000101100010111001101000010011001001110100111110111010111101010001101001010011100001110010010111111010000111000101101100110100010100100010011001111001001010011010111011010111011101000011111100110000111000000011101010111100001011000100001001100001011001000110001001001101000111010000010001010110010001011111101111001001110001101111001001110000011101011110001100100000100110110001111101100,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00756_qpsk,SINGLE,QPSK,1000000,125000.0,0.0,-24869.316786495034,133.24200694707568,0.928655309506827,3.7262324516943455,8000,8.0,1000.0,2.0,2000.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230756,False,0.22307286694691242,6.0,-0.23679557739552293,0.0,,,,11011110111010000100010000110110000110101000100011010011101000111100011000000000101101100001001101001010011100110100001010111010111001010000001010110011111101000100000000011001100101101011100111010010001010011011011000000000011001100110110101011101100001001101111101000110100101010110100111010111000011010000011100000110100000010010011010001101001010101000000111111011000100110010001010110010110010000010000000101000100101110000011110110000100100010010001101110111011111011000101101001111110010110011111001000001011110010001110010100010010111000010101011100100001111101101110110001110010100100101010100001111100000000011001101111111011010100001011101010010101011000011000011101110110110110011010100010111111110010011001010001101011001101101100011010001001101000111100100111011100100101011001000100010110110010100100001011111110100001101011011001000011000100000110111000100010101000101011000011111100101011001111001110011110100001110001000110000110010100100000000110000000010010001110010100001110000111101111010011110101011101001111010011001111110011111001001111010111110001011100011111110110000110111010100001101110010101111101100010011110010001001100001000111010000001000101100011110111101011111111010101011101110010110100100001001111010000111001101101011001010001001011100001001001001011000110110001111101100001110010001100010111001110000010011001000010010000000110101111111101001111110101000101001000100000111110110001000001110101100100010001000110000001000001000001100111110000000111000110000000101001001111100010000111100010001001010011100110111100000110011001100110000100101100100000011100000101001000011011100100101011101000110000001001010110110001110101110110011000011010111110011011100100101101001001111100101111110000010010000110011001111100011100100110010100011010101111100101001110100110010110000010011001000011100100110110100100101111101101000011001001000111101110011011010001011101010110111011111100001101011110000100110111001101001111000001000110101000001001110000111010111101001100111,test,True,CONVOLUTIONAL,CONV_K7_R12,1/2
signal_00757_qpsk,SINGLE,QPSK,1000000,50000.0,0.0,-14193.689339519326,253.23280705083076,0.9693410995418594,20.882608715930967,8000,20.0,400.0,2.0,800.0,"interleaved little-endian float32 I,Q","two-channel float32 WAV: channel 1=I, channel 2=Q",True,202609230757,False,0.36131625613314045,6.0,-0.4485236279622147,0.0,,,,00001101111011011100101111111110100000011011010000001011000101000100001001011101111100101110101100111100000001100101111100100111010001011001101101010111011000011110100100000011011010000101001111100101001010110001101100000010011100111101111001001101011110001100011111010101010101111001100000110001100111101101010110101101111010000000101111000100001111110000010110110110001110011001100111000000001101000001110011111110100011110010000100010100001010011101000010001010000110110101000011010001101001101100011000101001110000000000000000110100110000011011000011000000001010011001110011011101101010101111111011100111111011101101011000110010000111001001010111010001101110110100101100111010100010011101101100001100111001010101110111110001010011010000110110110001000110110101110111010101000010000011000001001011,train,True,CONVOLUTIONAL,CONV_K7_R12,1/2
